Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
Female,34,14,146500,4,0,0,36520,0
Female,33,5,101958,1,1,0,24833,1
Female,52,17,112046,4,0,0,192419,0
Male,19,0,64372,4,0,1,71475,0
Male,28,2,11971,2,1,1,18143,0
Female,58,16,88018,3,1,1,99472,0
Male,20,15,124768,3,1,0,112132,0
Male,46,7,16565,2,1,0,97005,1
Male,35,16,6829,2,1,0,58538,1
Male,37,7,76023,2,0,0,73795,1
Male,64,16,166507,1,1,0,113041,1
Female,31,8,81823,1,1,0,92159,1
Female,51,11,38941,1,1,0,133796,0
Female,66,18,173531,1,0,0,87166,0
Female,48,3,179048,1,0,0,158311,0
Female,57,10,111539,3,1,0,168312,0
Male,59,3,9176,3,0,0,111542,0
Male,35,13,51516,4,0,1,10553,0
Male,47,13,146144,3,0,1,165590,0
Male,42,5,97368,2,1,1,118381,1
Female,36,16,150761,3,0,1,23612,1
Female,25,1,149671,2,0,0,86673,1
Female,45,7,125670,3,1,1,74459,0
Male,25,3,82045,1,1,1,35804,1
Female,48,9,166460,3,0,1,51154,1
Male,20,6,118903,4,1,1,181178,1
Female,20,3,50603,1,1,1,120183,0
Female,61,15,74736,1,1,0,196218,1
Male,39,13,25789,4,1,1,150689,0
Male,34,15,88623,3,0,1,156470,0
Female,53,8,52282,3,1,0,12693,0
Female,34,3,33464,4,1,1,40971,1
Male,31,5,198878,1,0,0,136633,0
Female,68,0,41994,4,1,0,195626,0
Female,26,6,107309,2,0,0,90078,1
Male,47,0,123189,2,1,0,84227,0
Female,38,18,91123,3,0,1,88990,1
Male,29,7,25594,1,1,1,96034,1
Female,54,2,183635,2,1,0,95567,0
Male,49,0,118406,4,0,1,50677,0
Female,28,0,105021,3,0,0,78402,1
Male,37,6,28386,3,0,1,190910,1
Female,52,12,66652,1,0,1,108104,1
Male,64,0,94835,2,0,0,32291,0
Female,63,15,98123,3,1,1,38497,0
Female,28,13,17540,4,0,0,125135,0
Female,69,3,113483,2,1,0,41969,1
Female,25,11,33756,3,0,1,183156,0
Female,21,11,174498,3,0,1,157749,0
Female,44,16,136659,2,1,0,40245,1
Female,61,14,89792,2,1,0,63312,0
Female,57,9,49039,1,1,1,176386,0
Female,55,2,141341,4,1,1,18267,1
Male,64,19,6088,1,0,1,49812,0
Male,47,19,100649,1,1,1,144847,0
Female,61,11,42044,4,0,0,135562,1
Male,65,0,158153,4,0,1,86924,0
Female,65,0,192460,1,0,1,35875,1
Female,44,9,141615,2,1,0,105803,1
Male,38,17,3005,4,1,1,57589,0
Female,69,14,37203,1,1,0,13534,1
Female,37,1,16220,2,1,0,180952,1
Male,21,16,108991,3,1,1,159155,0
Male,28,7,32696,2,1,1,71807,0
Female,30,8,46381,1,0,0,61670,0
Male,26,19,179056,4,1,0,85465,1
Male,21,10,131148,2,0,1,64720,0
Female,29,5,104056,2,0,0,183962,1
Male,26,13,150018,2,1,0,180672,1
Male,30,0,23471,4,1,0,182401,0
Female,65,6,113298,4,1,0,107619,1
Male,43,8,192603,2,1,0,13739,1
Male,55,10,169810,2,0,0,161829,0
Female,59,15,171792,1,1,0,43107,1
Female,30,18,94673,4,1,1,143934,0
Female,56,1,24440,2,0,0,92533,0
Male,45,14,11862,4,0,1,27487,0
Female,36,2,101415,4,1,0,38353,1
Female,41,3,68273,4,0,1,18984,0
Male,36,19,107848,1,1,0,33130,1
Female,66,6,21788,3,1,1,83794,0
Female,30,11,156594,4,0,1,178351,1
Female,30,3,70185,4,0,1,50080,0
Female,45,9,183361,2,1,1,22839,0
Male,19,5,130683,4,1,0,195629,0
Female,27,13,138896,3,1,0,108874,1
Female,39,2,120824,4,0,0,51499,1
Male,30,16,7799,1,0,0,140094,0
Female,26,10,85406,2,1,1,146428,0
Male,50,9,45147,3,1,0,92036,1
Male,31,9,123699,1,0,0,85926,1
Male,65,9,8614,3,1,0,39778,0
Female,37,2,25147,2,0,0,115528,0
Male,32,14,76637,4,1,1,73192,0
Male,49,16,106210,2,0,0,193255,1
Male,50,17,20914,2,1,0,95376,1
Female,34,18,63699,4,1,1,138219,0
Female,41,18,9615,1,1,1,39980,0
Female,47,11,50785,3,0,0,176891,1
Female,30,4,88589,1,1,1,24065,1
Female,64,15,188883,4,1,0,135361,0
Female,65,14,79017,3,1,0,20559,0
Female,33,14,46898,4,1,0,134514,0
Male,19,5,127767,1,1,0,83969,0
Male,34,11,109418,2,1,1,149728,0
Male,49,1,55505,3,0,1,53210,0
Male,60,19,76031,4,0,1,41477,1
Female,25,8,91818,3,1,1,116111,1
Male,69,3,122952,3,1,0,39529,0
Male,20,4,146,1,0,1,28262,1
Male,29,7,171347,2,0,1,75087,1
Male,37,9,147049,3,1,0,178721,0
Female,33,6,172637,1,0,0,194860,1
Female,31,13,165017,3,1,1,61686,0
Female,33,4,109822,2,1,0,183937,1
Male,66,15,2594,3,0,0,177649,0
Female,60,14,76610,2,1,0,84299,0
Male,66,4,188727,1,1,1,123044,0
Female,68,2,158503,1,1,1,46409,0
Female,50,9,122524,2,1,1,169152,0
Female,47,4,88197,2,0,0,169267,1
Female,29,14,158643,1,0,1,156681,1
Female,32,17,197043,2,0,0,29535,0
Male,35,7,61797,2,1,1,133828,0
Female,45,1,43937,4,0,0,145182,1
Male,40,7,117618,3,0,0,119518,0
Male,31,7,190715,1,0,1,148279,0
Male,47,3,60051,1,1,1,58637,1
Male,50,18,198974,4,1,1,174146,1
Male,62,17,77903,2,1,1,182736,0
Female,32,0,76990,2,1,0,84405,0
Female,24,19,75204,2,1,1,53872,0
Female,32,14,68951,1,0,0,22185,1
Female,69,17,97309,4,0,0,116706,1
Male,59,11,125341,3,0,1,161950,1
Female,63,0,126822,4,1,0,11396,1
Female,55,6,160111,1,0,1,13460,1
Male,63,18,115694,3,0,1,112657,0
Male,61,0,156640,2,1,1,192386,0
Female,28,6,37459,4,1,0,186461,0
Female,46,1,138741,4,1,1,17676,1
Male,48,6,84985,1,1,1,47312,0
Female,42,18,166588,4,0,0,144220,0
Female,69,12,193556,3,1,1,153344,1
Female,41,4,199269,4,1,1,12655,0
Female,36,18,154405,1,1,0,184177,0
Male,19,0,88295,4,0,1,65863,0
Male,39,0,186683,3,0,0,71045,1
Male,37,17,47941,3,0,0,55517,0
Female,50,0,109903,1,0,0,84227,1
Female,25,4,38875,2,0,0,184710,0
Female,42,8,128975,1,1,0,84789,1
Female,63,11,143770,2,1,0,64322,1
Female,26,8,96500,3,1,0,111800,0
Male,51,17,61826,4,0,0,130782,1
Female,40,10,162480,4,1,0,145294,0
Female,22,0,124628,3,0,1,61141,0
Male,42,18,78845,1,0,1,20716,1
Female,25,9,100965,4,1,1,70644,0
Male,33,1,146205,1,1,0,135650,0
Male,65,6,120853,4,1,0,98499,0
Male,62,19,167198,2,1,0,142454,0
Male,69,1,33043,4,0,1,145239,1
Male,32,18,135150,2,0,1,127323,1
Female,18,5,53906,4,0,1,113849,0
Male,39,9,11137,4,1,0,199445,0
Male,20,8,29350,4,0,0,91117,0
Female,55,7,4698,4,1,1,101730,0
Female,31,10,130119,4,0,1,189793,0
Male,53,8,164204,1,1,0,169895,0
Female,35,19,10165,2,0,1,70972,0
Female,64,19,131866,2,1,1,84963,1
Male,58,8,144718,4,1,0,64534,1
Male,35,7,136942,1,0,1,177823,1
Female,20,14,98893,1,1,0,126093,1
Male,27,1,30736,3,0,0,34121,0
Male,66,0,58084,3,1,0,81736,1
Female,56,8,16211,1,0,1,163198,1
Male,64,8,86665,3,1,0,71581,1
Male,18,12,190610,2,0,0,36123,0
Male,44,7,138449,1,0,0,61036,1
Male,44,4,139933,3,0,1,140062,1
Male,28,2,148893,1,0,1,88855,0
Female,66,3,78488,3,1,1,156662,1
Female,22,16,158025,1,1,0,187337,0
Male,24,15,127870,4,0,1,195396,0
Female,36,15,36801,2,0,1,32701,0
Male,46,19,18277,3,1,1,51178,0
Male,32,2,83762,4,0,1,115734,1
Male,52,5,153700,1,0,0,47118,1
Male,64,0,82246,4,0,0,35387,0
Male,54,15,129350,2,1,0,67613,1
Female,29,14,27802,3,0,0,56666,0
Female,47,6,194569,3,1,0,180207,1
Male,37,1,122794,1,1,0,39554,1
Female,54,9,184774,2,1,1,129387,0
Male,20,14,159749,4,0,1,52146,1
Female,26,5,138572,1,0,1,110037,1
Male,58,1,4015,3,0,1,154060,0
Female,56,16,130305,4,1,0,193191,1
Male,43,0,58812,1,0,0,26456,1
Male,19,0,7826,4,0,1,129681,0
Female,40,3,9201,4,1,1,132573,0
Female,40,19,29048,1,1,0,170286,1
Male,38,15,121471,4,1,1,71405,1
Female,33,7,19941,4,0,1,152106,0
Male,26,0,80641,2,0,1,10877,0
Female,30,18,58418,2,0,0,72718,0
Female,45,10,196761,3,1,0,68100,1
Male,44,16,41541,2,0,0,19642,0
Female,68,9,181011,1,1,1,110844,1
Female,69,11,70422,4,0,0,60483,1
Male,34,8,118069,3,0,1,75293,0
Female,55,6,155022,2,0,1,85450,0
Male,53,11,120965,4,0,0,106629,1
Male,18,14,198875,1,0,0,123140,0
Male,35,7,151714,4,1,0,59508,1
Male,68,16,197578,1,1,0,117815,0
Male,26,4,41607,4,0,0,141651,0
Female,30,13,162360,3,0,0,22587,0
Male,57,1,112117,3,1,0,76181,1
Male,62,15,82865,2,0,1,189542,0
Female,32,16,14450,2,1,0,157000,1
Female,60,2,5618,4,0,1,102345,0
Female,61,0,165335,4,0,0,53591,0
Male,63,17,67583,2,1,1,41901,0
Male,21,17,74900,2,1,1,103411,0
Male,50,3,28794,4,0,0,149571,0
Female,41,14,13091,4,1,0,141305,0
Male,53,18,199494,4,1,0,158490,1
Female,68,18,15161,3,0,1,69566,0
Male,58,9,135230,1,0,0,25246,1
Female,27,4,123612,1,0,0,179857,1
Male,53,18,27663,2,0,1,113425,0
Male,37,10,137805,3,1,1,123400,1
Male,58,6,99961,4,0,1,44503,0
Female,62,4,163073,4,0,1,145349,0
Female,61,19,170200,2,1,1,76477,0
Male,28,11,180702,2,1,1,141421,0
Male,29,18,140401,3,0,1,102798,1
Male,35,14,53105,1,0,1,83000,0
Female,47,11,63436,1,1,0,154580,1
Male,61,3,128379,4,0,0,107565,1
Male,65,11,130705,2,1,1,120123,1
Male,54,17,92635,3,1,1,77081,1
Male,37,16,69579,4,1,1,126434,1
Female,42,18,14242,1,0,1,38957,0
Female,29,15,98901,1,0,1,148968,1
Male,38,10,125056,3,1,0,115634,1
Male,42,1,158205,4,0,1,145360,0
Female,28,15,155812,3,1,1,166816,1
Female,26,0,100628,4,0,0,31150,1
Male,67,16,30976,1,0,1,97877,0
Female,42,17,171139,2,1,1,120540,1
Female,52,12,11231,2,0,0,115139,0
Male,69,4,197177,1,0,1,31091,0
Female,49,5,134400,2,0,1,141972,1
Female,66,0,25261,2,1,1,56702,0
Male,31,9,25262,4,0,0,29725,0
Male,18,4,134352,3,1,1,38722,0
Female,34,0,162814,4,0,1,165150,1
Male,42,10,3590,3,0,0,28059,0
Female,25,6,116726,3,0,0,28161,0
Male,22,17,181298,2,1,1,100345,0
Female,22,19,87542,3,1,1,20687,1
Male,58,9,13570,3,1,1,92503,0
Female,52,14,9533,1,0,1,109770,1
Female,36,3,125890,3,0,1,18694,1
Female,40,15,144438,1,0,1,180590,0
Male,26,14,113819,4,1,1,137260,0
Male,47,14,76368,2,0,0,109459,0
Female,67,11,159397,3,0,0,171713,0
Female,33,7,34798,1,1,1,199915,0
Male,50,7,170525,4,0,0,181800,1
Male,19,17,22849,4,1,1,60087,0
Male,31,5,187015,4,0,1,184623,0
Male,63,4,137229,1,0,1,196505,0
Male,18,1,111972,1,0,1,117941,0
Male,43,11,161250,2,0,0,66561,1
Female,42,3,29030,3,0,1,15364,0
Male,33,12,126026,4,1,1,87008,0
Female,32,16,182206,2,0,1,145046,0
Male,43,15,120398,1,0,1,34053,1
Male,64,8,65729,2,1,0,181144,0
Female,61,0,8164,4,1,1,142282,0
Female,33,14,1119,4,1,0,182661,0
Male,31,11,13351,2,0,0,115128,1
Female,46,4,187135,4,1,1,48966,0
Female,41,17,72076,1,1,1,36070,0
Female,64,19,45162,4,1,1,119573,0
Female,32,1,31760,3,1,0,116327,0
Male,36,3,180750,3,0,0,152318,1
Female,25,14,89074,4,1,1,160271,0
Male,51,5,119567,2,1,1,49829,0
Male,19,11,178700,4,0,0,71125,1
Male,44,17,171811,3,0,1,115111,0
Male,27,19,29738,1,1,0,115277,1
Female,52,3,46921,3,0,0,10169,1
Female,40,0,122448,4,1,0,103943,1
Male,66,14,61068,4,0,0,102408,0
Male,25,17,23581,2,0,1,154021,1
Male,45,13,95672,4,1,1,57313,0
Male,40,2,21485,4,0,0,88735,1
Female,21,14,36294,1,0,1,70131,0
Male,31,4,53001,1,1,0,136195,1
Female,59,2,132706,1,1,1,117127,0
Male,46,6,43969,2,0,0,182836,0
Male,18,5,93,2,0,1,171971,0
Male,21,0,28370,3,1,1,57740,0
Male,49,18,19750,2,0,0,164353,0
Female,50,6,16472,1,1,1,122339,1
Female,66,3,18934,2,0,0,78570,0
Female,43,11,174846,4,0,1,154400,0
Male,34,19,39125,2,1,0,54047,1
Male,56,17,198053,4,1,1,129168,0
Female,40,8,39103,3,0,1,160868,0
Female,49,18,191157,4,0,0,82666,1
Male,69,3,88705,1,0,0,112173,1
Male,32,0,56543,3,0,1,65251,0
Female,30,8,148010,3,1,1,10791,0
Male,19,14,77492,3,0,0,22333,0
Male,36,7,182658,1,0,0,177681,0
Female,41,14,58024,4,1,0,78892,0
Male,62,14,170759,3,1,0,181362,1
Female,41,17,26207,1,1,1,145997,0
Male,28,6,49354,3,0,1,151836,0
Female,39,17,168382,3,1,1,64226,0
Male,32,15,48960,1,1,1,87632,1
Female,27,1,61262,2,0,1,49468,1
Female,58,3,97155,3,1,1,12094,0
Female,44,19,144475,2,1,0,55583,1
Female,26,15,144137,3,0,1,59021,1
Male,69,2,157873,2,1,0,25362,0
Male,45,1,108182,4,0,0,182647,0
Female,18,2,99132,2,1,0,187093,1
Male,34,4,160302,2,1,0,22185,1
Male,48,1,72706,2,1,1,180843,0
Male,61,18,29968,2,0,0,91678,1
Male,27,19,42517,4,1,0,128984,0
Male,54,1,184311,1,1,1,176141,0
Female,46,1,163727,2,1,0,53190,0
Female,35,19,129282,1,1,0,150836,0
Female,64,17,193843,3,0,1,168185,1
Female,55,19,45984,1,1,0,26888,1
Male,56,13,142121,2,1,1,24748,0
Male,66,14,72321,1,1,1,61013,1
Female,23,11,121854,4,1,1,171275,0
Male,57,10,195885,4,0,1,125091,1
Male,29,10,135727,2,0,1,30715,0
Female,31,6,90638,1,0,0,183651,1
Male,61,11,68972,3,1,1,12906,0
Female,27,15,21432,4,0,1,103125,0
Female,37,4,65896,2,0,1,21808,0
Male,32,1,174008,4,0,1,162184,0
Male,48,15,105035,2,1,1,74945,1
Female,24,14,13750,1,1,0,77105,1
Female,58,10,27987,1,0,0,120212,1
Male,27,5,102995,1,1,1,36419,0
Female,27,12,26165,1,1,0,136258,0
Female,65,18,181613,1,1,1,21156,0
Female,56,9,24346,2,0,1,15062,0
Male,45,18,3514,4,1,1,194889,0
Female,47,4,24838,3,1,0,168817,0
Male,54,6,27559,4,0,1,44940,0
Female,20,10,101223,1,1,1,32463,1
Male,67,13,59207,4,1,0,46188,1
Female,60,15,16385,4,0,1,81813,0
Male,32,17,149389,2,0,0,44017,1
Male,38,3,131465,3,1,0,124375,0
Male,69,0,24881,3,1,1,171316,0
Female,54,14,111761,1,1,0,12697,1
Female,29,13,159027,2,0,1,155975,1
Female,21,18,58308,2,0,0,120930,0
Male,64,4,110515,2,1,0,64086,1
Female,26,3,189086,2,1,0,98385,0
Male,56,12,196502,2,1,1,46652,0
Female,59,17,72031,3,1,0,148326,0
Male,45,11,105257,3,0,1,71631,1
Male,40,14,86973,4,1,1,90527,0
Male,62,8,59596,3,0,1,186649,0
Female,57,3,132785,2,0,0,114084,0
Female,61,4,20428,4,0,0,129771,0
Female,39,8,62160,3,1,1,123645,0
Male,41,12,197243,4,0,1,69019,0
Male,68,9,80729,3,0,1,161539,0
Female,43,15,60843,1,1,1,130807,0
Female,47,12,154075,3,1,1,114528,1
Female,50,3,80169,4,0,1,75233,0
Male,33,12,94764,1,1,0,10372,0
Male,39,7,173149,2,0,1,81564,0
Male,66,12,26730,4,1,1,133297,0
Male,67,14,114082,2,0,1,138058,0
Male,60,19,72981,2,0,1,73615,0
Female,35,19,65573,4,1,0,39445,1
Male,24,12,159941,2,1,0,95532,1
Male,67,4,31076,4,1,1,119435,0
Male,43,5,126283,4,0,1,165203,1
Male,25,4,25094,3,0,1,163806,0
Male,23,12,157889,1,1,0,175172,1
Female,47,4,10555,2,0,0,155810,0
Male,56,12,70656,2,1,0,86974,0
Male,40,19,128061,1,0,1,131049,1
Male,49,7,121432,1,0,0,189871,1
Female,39,8,181265,1,1,1,188501,0
Female,59,18,135787,1,1,1,141827,1
Female,60,19,130694,1,0,1,72716,1
Male,62,14,34162,3,0,1,79061,0
Female,26,9,101173,4,0,1,39884,0
Male,48,10,97858,1,0,0,11796,1
Male,24,4,101980,3,1,0,154826,1
Female,26,8,126652,1,1,0,153233,0
Male,30,10,38458,1,1,1,127747,0
Male,20,18,104122,2,0,0,77713,0
Male,52,1,98538,2,0,1,103668,0
Female,50,5,134212,2,0,1,77586,0
Male,38,0,111201,2,0,1,192213,1
Male,48,2,148455,4,1,0,132206,1
Female,69,2,148790,4,1,0,100666,1
Male,51,13,188471,2,1,0,123796,1
Male,49,19,87008,2,0,0,48577,1
Female,52,4,152935,1,1,1,64765,0
Male,32,16,11377,1,1,1,34841,0
Male,49,14,83031,2,1,1,35498,0
Male,23,5,191595,2,1,1,118567,0
Male,62,13,124403,2,0,1,122642,0
Male,38,13,145942,1,0,0,77229,1
Female,50,16,57487,2,1,0,137855,0
Female,49,7,150372,2,1,1,73914,1
Female,69,7,187023,4,1,1,192275,1
Female,36,18,67639,4,1,1,121399,0
Male,50,8,90731,1,1,1,24838,0
Male,45,10,124766,4,0,1,111224,1
Male,48,12,103429,1,1,0,96765,0
Male,38,12,174052,3,1,1,79703,1
Male,51,18,163122,2,1,0,163687,1
Female,32,18,133993,1,0,0,194847,0
Female,31,4,130904,4,0,1,51845,0
Male,36,15,70270,3,0,1,48907,1
Male,60,8,85293,4,0,0,172230,1
Male,32,19,30328,1,0,0,194248,0
Female,23,2,191892,3,1,0,65421,0
Male,69,18,23138,4,1,1,43330,0
Male,26,4,143166,3,0,0,189217,0
Male,54,7,196336,2,0,1,65244,1
Female,37,13,9028,2,0,0,131696,1
Male,51,2,146504,3,1,1,50564,1
Female,55,12,43819,4,0,1,113963,0
Female,43,10,88627,4,0,0,190568,1
Female,35,7,5312,4,0,1,131299,0
Female,45,18,25973,2,1,1,130972,0
Female,68,9,102126,1,0,0,72469,1
Female,26,17,186377,1,1,1,12716,0
Male,49,17,160045,3,1,0,173433,1
Male,23,6,44390,4,1,0,37254,1
Male,31,15,147171,3,1,0,52632,0
Female,45,5,49956,1,1,1,113964,0
Male,41,15,99379,1,0,1,119623,0
Female,30,15,14063,4,1,0,31277,0
Female,60,0,94306,3,1,1,136833,0
Female,29,18,93196,4,1,0,27503,0
Male,68,2,9605,1,0,0,110566,1
Female,36,5,96185,1,1,0,96921,1
Female,38,3,102756,4,1,1,173307,0
Male,44,3,116351,3,1,1,86180,0
Male,36,3,72964,2,0,1,162759,0
Female,41,9,182277,4,1,0,189481,0
Female,43,8,146889,1,1,0,119264,1
Male,62,7,2420,2,1,1,181170,0
Male,45,18,84448,4,1,1,174622,1
Male,63,16,89897,2,1,0,42864,0
Female,35,16,27728,4,1,0,149850,1
Male,61,0,124826,1,1,0,170855,0
Male,53,19,57858,4,0,0,196885,0
Male,59,13,106716,2,0,1,106923,0
Female,46,19,180161,3,0,1,55596,0
Male,34,10,160036,1,1,0,162367,1
Male,21,2,76992,1,0,0,159694,1
Male,61,7,99259,2,1,1,190153,0
Male,62,9,116185,4,0,0,166564,1
Male,46,16,173312,4,0,0,139739,1
Female,21,7,100282,4,1,1,29733,1
Female,27,0,143747,1,1,1,119082,1
Female,42,19,97677,1,1,1,22372,0
Male,48,6,60049,2,1,0,121950,1
Female,20,8,179508,4,1,0,45256,1
Female,64,11,40213,4,0,1,194017,0
Female,19,8,159183,2,1,1,83353,0
Male,42,19,4284,1,0,0,94757,0
Male,66,2,17585,1,0,0,124687,1
Female,23,3,196111,3,1,0,115700,1
Female,43,9,95131,3,0,1,159297,0
Male,25,3,7131,4,0,1,68546,0
Male,52,8,43382,1,1,0,18064,0
Female,44,0,164599,4,1,1,113073,0
Male,42,4,162008,1,0,1,155058,1
Female,35,8,87081,3,0,1,51689,0
Male,18,4,53441,2,0,0,197677,1
Female,65,5,185670,1,1,0,173915,1
Female,56,18,79220,3,1,1,54006,0
Male,20,7,151714,3,1,0,42195,0
Female,21,9,12651,1,0,1,10203,1
Female,58,10,132737,4,1,1,181735,0
Female,54,12,6918,1,1,0,187886,0
Male,68,19,23007,3,0,1,55248,0
Male,32,3,25035,1,0,1,17460,1
Male,25,10,89352,2,0,1,128463,1
Female,55,11,76749,4,1,1,67230,0
Male,67,4,114049,1,1,1,197148,0
Female,36,9,88148,3,1,1,132268,1
Female,64,6,22211,3,1,0,195782,0
Male,43,8,185659,4,1,1,145427,0
Male,56,8,26866,1,1,0,41935,0
Female,27,9,7344,3,1,0,127739,0
Female,55,9,68737,4,0,0,12663,0
Male,31,1,70288,2,1,0,182463,0
Male,66,3,62546,4,1,0,104903,0
Male,58,7,107879,1,0,1,160618,1
Female,36,13,10327,1,0,1,141110,0
Female,47,16,179731,3,0,0,188884,0
Female,22,12,176869,2,0,1,20318,0
Female,48,17,27608,1,1,0,149992,1
Female,24,17,159357,3,1,1,71243,1
Male,36,12,88534,4,0,0,195003,1
Male,48,7,116209,4,0,0,120723,1
Female,69,11,179706,1,1,0,94044,1
Female,56,0,171361,2,0,1,164855,1
Male,41,19,18007,3,0,1,46902,0
Male,51,17,25257,1,1,0,107845,0
Male,40,2,85054,3,0,0,177611,0
Male,65,11,29784,4,1,1,81074,0
Female,62,18,169660,3,0,1,58949,1
Male,57,12,44221,4,1,0,114765,0
Female,23,9,21378,2,0,0,56543,1
Male,55,14,4696,2,1,0,21398,0
Male,58,19,93531,4,1,1,155844,0
Male,53,1,34635,1,0,0,83436,0
Female,44,18,126489,4,0,1,170083,1
Female,28,2,58543,3,0,1,119809,0
Male,22,13,150279,3,0,0,60396,1
Female,34,6,158596,3,0,1,120583,1
Female,69,7,159626,1,1,0,76193,1
Male,24,10,11817,2,1,0,119461,0
Male,44,19,55258,2,1,1,30840,0
Female,64,5,193654,3,1,0,196292,1
Female,32,10,131240,1,0,1,168691,0
Female,63,16,122475,3,1,1,108119,0
Male,30,9,174053,2,1,0,90061,1
Male,28,16,65199,4,1,1,73900,0
Female,62,1,64948,3,0,1,55384,1
Male,43,5,57782,3,0,0,134679,1
Male,39,4,80759,3,1,1,39917,0
Female,45,3,61599,2,0,0,122301,0
Female,41,1,16291,1,1,0,98155,1
Male,46,11,108945,4,0,1,80071,1
Male,26,2,184905,4,0,1,66425,0
Female,59,5,87057,4,0,0,90116,1
Male,21,13,90251,3,1,1,185658,0
Male,66,7,87154,2,0,0,71321,0
Female,63,13,94535,4,1,1,77512,1
Female,35,2,164064,3,0,0,198161,1
Male,60,15,170422,1,1,0,111973,0
Male,33,14,1573,3,1,1,128880,0
Male,50,6,8577,4,1,1,57055,0
Female,46,14,139784,4,1,1,10937,0
Male,56,12,29948,1,1,0,27673,1
Male,27,5,77700,2,1,0,112974,0
Female,26,14,5217,1,0,1,82957,1
Female,48,16,60178,1,1,1,189654,0
Male,45,3,85062,4,0,0,170572,0
Female,20,13,96806,4,1,1,198928,0
Female,31,14,157481,2,1,1,22953,0
Male,42,11,180112,4,0,0,77052,0
Female,32,18,109657,1,1,1,187412,0
Female,19,9,67035,1,0,0,53042,0
Male,41,5,93075,2,1,0,129180,0
Female,31,8,140741,4,0,1,81706,0
Male,65,1,189319,4,0,1,167579,0
Male,24,3,190047,1,1,1,134765,1
Female,53,8,159634,1,0,0,143425,0
Female,67,14,21629,4,0,0,21999,0
Female,41,12,91282,3,1,0,86474,0
Male,44,19,192535,1,1,1,73134,0
Female,54,7,46007,1,1,0,141652,1
Male,55,18,149200,1,0,0,80086,0
Female,47,18,2039,2,0,0,55248,0
Female,44,15,106615,4,0,1,127651,0
Female,56,10,3857,4,1,0,72249,0
Male,32,9,190091,4,1,1,177956,0
Female,43,7,91432,1,0,1,157500,0
Female,18,0,80977,4,1,0,17647,0
Male,21,9,12735,4,1,0,78079,0
Male,46,17,165583,4,1,0,90094,1
Female,18,2,46051,2,1,1,63546,0
Female,60,10,124822,2,1,1,193776,0
Female,67,17,52693,1,0,1,90919,0
Male,63,2,107942,4,0,1,40033,1
Male,39,7,69152,1,1,0,95075,1
Male,28,13,80919,1,1,0,95625,1
Male,27,5,29756,1,0,1,108820,0
Female,34,14,134966,1,0,1,41000,0
Male,53,13,116412,1,0,1,82113,1
Male,64,6,104531,1,0,1,153701,1
Male,43,9,174304,2,0,1,177498,0
Female,65,14,53214,3,1,1,147994,0
Female,38,9,69817,2,0,1,103435,0
Male,30,16,63862,1,0,1,136956,0
Male,26,18,161108,3,0,0,109294,1
Female,28,16,149656,3,0,0,71049,1
Female,28,11,163380,4,1,1,106155,1
Female,23,14,113084,1,1,0,17721,0
Female,18,11,28333,1,0,0,126539,0
Female,23,8,167021,2,0,0,182029,0
Female,30,4,124361,3,1,1,111013,0
Female,39,3,97330,3,0,1,194231,0
Female,48,11,39288,1,0,1,121870,1
Male,39,15,78588,4,1,0,77714,0
Male,54,8,115784,1,1,1,105166,0
Male,64,2,176339,3,0,0,121992,0
Male,44,2,32175,4,0,1,19747,0
Male,67,17,8915,4,1,1,141050,0
Male,69,16,81658,3,1,0,134102,1
Female,31,9,109735,1,1,1,162390,1
Female,64,1,72454,1,0,0,139244,1
Male,22,10,190794,1,0,1,167691,0
Male,53,2,95973,2,0,1,83640,0
Female,49,1,111342,2,1,1,57746,0
Female,51,8,196370,4,0,0,148410,1
Female,24,18,13805,1,1,1,76704,0
Male,59,1,171589,2,0,0,139511,1
Female,65,18,54716,4,1,0,66500,0
Male,27,1,133943,3,0,0,152395,1
Male,67,14,102793,3,1,1,78163,0
Female,34,2,37375,1,1,1,138191,0
Female,47,4,176813,3,1,1,28919,1
Male,38,10,110415,3,1,1,159728,1
Female,30,6,154220,3,0,1,63956,1
Female,18,5,5834,4,1,0,26544,0
Male,18,13,42680,3,0,0,60936,0
Female,64,0,128802,3,0,0,29566,0
Male,50,16,3399,4,1,0,136854,0
Male,55,16,195163,2,1,0,24880,1
Female,42,13,152834,4,0,0,193848,0
Male,43,9,182081,2,0,1,153008,1
Male,30,7,105908,4,0,0,106284,1
Female,45,7,76493,1,0,0,22198,1
Female,50,13,106035,3,0,0,18376,1
Female,54,6,182620,2,0,0,77432,0
Male,58,5,159412,4,0,1,119791,0
Male,47,3,192437,2,1,0,176244,1
Female,66,0,126766,2,0,1,158188,0
Male,65,14,92674,3,0,1,73295,0
Female,25,14,81344,2,1,0,150885,0
Female,66,0,190862,4,0,0,61313,1
Male,64,19,93779,1,0,1,116873,0
Female,18,2,198869,1,1,0,30232,1
Male,29,4,11809,3,0,0,43609,0
Male,22,4,148768,4,0,0,126859,1
Female,41,3,130306,4,1,1,198571,1
Male,23,16,182529,1,1,0,49021,1
Female,42,19,152963,4,0,1,55108,0
Male,18,13,59151,2,1,1,140221,1
Male,42,7,84661,3,1,1,95305,0
Male,18,1,194080,1,0,0,14821,1
Female,49,7,183560,3,1,1,130501,0
